ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
2100,112059,2023-06-13,9,21,8,1,10,6,2
2101,112060,2023-06-16,2,30,21,33,41,22,42
2102,112061,2023-06-20,41,32,15,37,5,34,11
2103,112062,2023-06-23,23,31,8,49,42,4,16
2104,112063,2023-06-27,13,30,37,43,44,24,4
2105,112064,2023-06-30,26,6,22,29,32,43,38
2106,112065,2023-07-04,41,6,15,24,12,16,21
2107,112066,2023-07-07,24,21,3,33,15,6,14
2108,112067,2023-07-11,48,26,49,21,10,34,39
2109,112068,2023-07-14,17,15,10,33,34,45,36
2110,112069,2023-07-18,34,19,4,40,5,16,10
2111,112070,2023-07-21,3,15,35,41,49,39,38
2112,112071,2023-07-25,17,33,40,12,28,45,39
2113,112072,2023-07-28,3,22,25,34,44,1,32
2114,112073,2023-08-01,11,38,26,37,40,41,28
2115,112074,2023-08-04,38,21,10,6,34,41,47
2116,112075,2023-08-08,26,45,28,30,41,11,22
2117,112076,2023-08-11,8,27,47,34,39,38,30
2118,112077,2023-08-15,43,30,34,10,26,22,41
2119,112078,2023-08-18,19,41,21,45,13,24,44
2120,112079,2023-08-22,43,34,2,19,26,46,31
2121,112080,2023-08-25,33,2,20,10,46,31,24
2122,112081,2023-08-29,6,22,7,42,10,41,31
2123,112082,2023-09-01,49,26,34,45,1,19,37
2124,112083,2023-09-05,14,12,34,48,32,40,39
2125,112084,2023-09-08,20,34,14,33,23,40,24
2126,112085,2023-09-12,21,26,33,34,22,35,46
2127,112086,2023-09-15,16,19,39,30,37,12,14
2128,112087,2023-09-19,35,41,16,24,3,37,27
2129,112088,2023-09-22,43,13,32,36,2,38,34
2130,112089,2023-09-26,37,39,38,9,14,26,8
2131,112090,2023-09-29,18,9,35,48,38,6,25
2132,112091,2023-10-03,29,31,22,40,3,44,48
2133,112092,2023-10-06,6,49,21,30,27,16,26
2134,112093,2023-10-10,8,48,3,34,17,33,11
2135,112094,2023-10-13,13,1,9,14,30,28,31
2136,112095,2023-10-17,34,5,12,24,20,13,27
2137,112096,2023-10-20,32,37,40,39,38,44,24
2138,112097,2023-10-24,34,43,49,29,41,7,22
2139,112098,2023-10-27,28,31,22,27,6,15,24
2140,112099,2023-10-31,36,47,18,2,10,42,24
2141,112100,2023-11-03,48,24,20,8,28,40,3
2142,112101,2023-11-07,21,7,47,44,8,41,13
2143,112102,2023-11-10,31,6,11,4,8,2,26
2144,112103,2023-11-14,6,43,38,12,30,15,41
2145,112104,2023-11-17,31,40,15,30,45,34,47
2146,112105,2023-11-21,30,37,21,47,26,16,31
2147,112106,2023-11-24,16,20,43,9,48,42,2
2148,112107,2023-11-28,44,18,33,12,27,23,39
2149,112108,2023-12-01,40,4,23,18,15,47,42
2150,112109,2023-12-05,48,42,30,10,14,38,37
2151,112110,2023-12-08,5,27,8,28,29,22,16
2152,112111,2023-12-12,20,6,46,30,38,33,16
2153,112112,2023-12-15,28,39,1,22,33,9,7
2154,112113,2023-12-19,20,48,14,26,18,38,2
2155,112114,2023-12-22,49,35,20,34,9,8,40
2156,112115,2023-12-26,29,19,46,28,8,30,10
2157,112116,2023-12-29,31,46,11,39,23,1,17
2158,113001,2024-01-02,4,18,21,14,38,36,1
2159,113002,2024-01-05,47,30,2,20,35,23,40
2160,113003,2024-01-09,44,31,37,12,29,49,3
2161,113004,2024-01-12,29,42,46,38,4,25,6
2162,113005,2024-01-16,21,1,3,40,20,36,44
2163,113006,2024-01-19,1,19,46,31,7,3,40
2164,113007,2024-01-23,17,2,27,26,47,14,4
2165,113008,2024-01-26,46,2,20,34,47,11,40
2166,113009,2024-01-30,40,19,30,38,7,45,27
2167,113010,2024-02-02,39,25,9,38,35,5,24
2168,113011,2024-02-06,23,26,19,40,14,34,5
2169,113012,2024-02-07,31,20,22,37,35,34,7
2170,113013,2024-02-08,39,8,25,31,47,5,22
2171,113014,2024-02-09,3,30,16,20,7,25,37
2172,113015,2024-02-10,13,28,11,6,5,34,4
2173,113016,2024-02-11,23,13,29,45,11,44,27
2174,113017,2024-02-12,22,46,37,47,49,16,4
2175,113018,2024-02-13,39,6,3,47,44,2,34
2176,113019,2024-02-14,39,12,26,19,7,32,44
2177,113020,2024-02-15,18,8,19,20,4,33,3
2178,113021,2024-02-16,24,45,43,42,33,19,16
2179,113022,2024-02-17,40,27,4,20,32,5,6
2180,113023,2024-02-18,36,32,44,12,24,6,45
2181,113024,2024-02-19,2,48,17,32,38,10,8
2182,113025,2024-02-20,17,27,8,34,46,6,25
2183,113026,2024-02-21,25,31,43,27,21,13,47
2184,113027,2024-02-22,18,9,31,46,39,11,5
2185,113028,2024-02-23,3,49,8,9,34,21,22
2186,113029,2024-02-24,21,8,48,46,27,15,31
2187,113030,2024-02-27,42,15,7,41,17,29,28
2188,113031,2024-03-01,30,47,1,29,39,46,17
2189,113032,2024-03-05,10,26,15,38,24,21,37
2190,113033,2024-03-08,40,26,29,27,7,36,32
2191,113034,2024-03-12,22,3,49,45,27,13,17
2192,113035,2024-03-15,37,43,18,40,33,8,31
2193,113036,2024-03-19,21,19,36,14,8,20,28
2194,113037,2024-03-22,48,4,38,40,41,16,35
2195,113038,2024-03-26,6,21,46,19,32,29,11
2196,113039,2024-03-29,13,3,43,15,48,2,1
2197,113040,2024-04-02,46,49,38,39,27,32,24
2198,113041,2024-04-05,4,31,48,38,40,35,18
2199,113042,2024-04-09,22,26,3,17,16,19,1
2200,113043,2024-04-12,17,15,5,3,39,12,24
2201,113044,2024-04-16,8,40,33,5,17,35,10
2202,113045,2024-04-19,16,10,46,7,31,22,42
2203,113046,2024-04-23,33,36,17,13,14,32,31
2204,113047,2024-04-26,34,26,21,22,33,13,35
2205,113048,2024-04-30,22,43,33,3,13,9,14
2206,113049,2024-05-03,12,6,39,11,22,34,42
2207,113050,2024-05-07,7,28,9,33,15,30,26
2208,113051,2024-05-10,41,30,38,35,19,15,25
2209,113052,2024-05-14,6,10,25,7,32,43,33
2210,113053,2024-05-17,15,33,41,40,34,49,27
2211,113054,2024-05-21,42,30,34,35,38,1,15
2212,113055,2024-05-24,23,40,28,4,30,24,41
2214,113056,2024-05-28,12,17,18,21,33,37,9
2215,113057,2024-05-31,8,14,16,19,23,32,49
2216,113058,2024-06-04,7,30,33,34,35,46,49
2217,113059,2024-06-07,19,24,29,36,37,43,17
2218,113060,2024-06-11,7,10,12,27,36,46,18
2219,113061,2024-06-14,1,7,9,18,36,47,32
2220,113062,2024-06-18,6,24,31,35,36,42,18
2221,113063,2024-06-21,2,17,31,42,44,46,10
2222,113064,2024-06-25,6,8,12,29,41,48,14
2223,113065,2024-06-28,10,11,25,31,36,41,27
2224,113066,2024-07-02,1,33,38,39,41,45,46
2225,113067,2024-07-05,2,11,20,25,37,49,42
2226,113068,2024-07-09,15,18,19,31,39,40,25
2227,113069,2024-07-12,2,13,19,33,46,49,23
2228,113070,2024-07-16,4,12,22,29,36,47,15
2229,113071,2024-07-19,11,13,25,28,33,40,31
2230,113072,2024-07-23,3,6,10,23,33,35,24
2231,113073,2024-07-26,6,19,23,35,41,46,8
2232,113074,2024-07-30,5,15,24,35,46,48,17
2233,113075,2024-08-02,2,4,5,15,20,33,25
2234,113076,2024-08-06,20,27,31,33,38,46,23
2235,113077,2024-08-09,14,20,27,42,44,47,40
2236,113078,2024-08-13,2,28,30,37,40,48,8
2237,113079,2024-08-16,4,6,14,31,44,45,1
2238,113080,2024-08-20,12,13,18,28,39,49,2
2239,113081,2024-08-23,16,20,32,34,37,43,17
2240,113082,2024-08-27,12,22,24,38,40,46,21
2241,113083,2024-08-30,2,17,25,29,32,38,24
2242,113084,2024-09-03,5,22,25,27,36,41,11
2243,113085,2024-09-06,9,15,17,38,45,49,47
2244,113086,2024-09-10,6,14,16,25,35,38,31
2245,113087,2024-09-13,13,17,26,39,43,48,3
2246,113088,2024-09-17,26,34,35,40,44,46,32
2247,113089,2024-09-20,4,8,18,30,35,49,11
2248,113090,2024-09-24,5,13,14,16,37,48,39
2249,113091,2024-09-27,2,3,5,21,45,49,47
2250,113092,2024-10-01,10,12,13,19,27,33,30
2251,113093,2024-10-04,12,17,19,27,38,42,40
2252,113094,2024-10-08,3,5,7,31,33,45,19
2253,113095,2024-10-11,7,9,12,21,26,32,27
2254,113096,2024-10-15,5,10,13,28,39,41,49
2255,113097,2024-10-18,14,20,26,43,45,49,7
2256,113098,2024-10-22,2,24,29,30,38,49,47
2257,113099,2024-10-25,7,19,25,35,36,38,42
2258,113100,2024-10-29,19,26,36,38,39,49,16
2259,113101,2024-11-01,6,10,23,27,34,47,22
2260,113102,2024-11-05,4,17,21,30,41,49,48
2261,113103,2024-11-08,1,11,42,46,47,49,7
2262,113104,2024-11-12,11,25,26,33,34,41,27
2263,113105,2024-11-15,24,25,30,36,41,43,21
2264,113106,2024-11-19,5,7,11,22,25,44,13
2265,113107,2024-11-22,14,16,22,33,36,48,3
2266,113108,2024-11-26,11,40,42,45,47,49,27
2267,113109,2024-11-29,13,20,28,32,38,49,46
2268,113110,2024-12-03,5,6,7,12,17,35,45
2269,113111,2024-12-06,9,15,18,33,44,47,28
2270,113112,2024-12-10,1,5,8,26,47,49,38
2271,113113,2024-12-13,7,11,28,29,38,39,33
2272,113114,2024-12-17,8,10,22,24,31,34,44
2273,113115,2024-12-20,3,8,18,26,40,46,22
2274,113116,2024-12-24,5,9,10,29,35,48,13
2275,113117,2024-12-27,21,26,28,30,32,34,40
2276,113118,2024-12-31,10,25,34,35,42,48,21
2277,114001,2025-01-03,6,9,15,29,30,48,23
2278,114002,2025-01-07,1,8,20,26,29,35,19
2279,114003,2025-01-10,14,29,35,36,37,49,40
2280,114004,2025-01-14,1,3,13,15,37,48,42
2281,114005,2025-01-17,11,18,32,39,44,49,46
2282,114006,2025-01-21,6,21,35,36,38,42,22
2283,114007,2025-01-24,6,22,23,30,36,37,13
2284,114008,2025-01-25,2,3,10,12,34,40,41
2285,114009,2025-01-26,7,12,16,31,40,43,34
2286,114010,2025-01-27,11,22,30,35,37,38,33
2287,114011,2025-01-28,4,8,20,26,31,34,16
2288,114012,2025-01-29,15,17,22,26,32,42,12
2289,114013,2025-01-30,5,8,27,29,30,48,35
2290,114014,2025-01-31,7,11,13,23,39,42,15
2291,114015,2025-02-01,2,9,10,18,39,40,8
2292,114016,2025-02-02,10,16,25,28,33,37,13
2293,114017,2025-02-03,7,20,29,32,33,39,47
2294,114018,2025-02-04,15,17,21,26,30,47,48
2295,114019,2025-02-05,3,6,13,32,33,41,44
2296,114020,2025-02-06,2,5,18,19,42,45,11
2297,114021,2025-02-07,14,22,25,44,46,49,16
2298,114022,2025-02-08,3,6,23,26,40,43,2
2299,114023,2025-02-09,4,6,13,14,22,25,35
2300,114024,2025-02-10,1,18,28,34,35,43,24
2301,114025,2025-02-11,7,19,25,27,34,35,12
2302,114026,2025-02-12,12,30,31,37,47,49,38
2303,114027,2025-02-14,8,11,14,29,33,45,34
2304,114028,2025-02-18,5,9,10,31,35,37,30
2305,114029,2025-02-21,2,7,27,30,38,49,6
2306,114030,2025-02-25,13,15,24,37,38,43,44
2307,114031,2025-02-28,7,19,25,26,38,39,4
2308,114032,2025-03-04,7,21,31,36,46,47,8
2309,114033,2025-03-07,5,7,26,30,40,48,8
2310,114034,2025-03-11,2,18,25,37,38,47,42
2311,114035,2025-03-14,6,7,13,17,21,23,48
2312,114036,2025-03-18,7,8,13,17,29,36,18
2313,114037,2025-03-21,13,25,29,40,46,47,22
2314,114038,2025-03-25,17,24,40,41,46,48,27
2315,114039,2025-03-28,1,7,11,15,27,30,42
2316,114040,2025-04-01,4,16,18,29,35,37,33
2317,114041,2025-04-04,7,20,29,40,43,47,28
2318,114042,2025-04-08,10,26,33,39,45,46,19
2319,114043,2025-04-11,6,10,11,17,23,32,27
2320,114044,2025-04-15,18,28,37,41,43,46,11
2321,114045,2025-04-18,2,8,15,22,29,45,9
2322,114046,2025-04-22,1,6,14,19,35,49,8
2323,114047,2025-04-25,20,21,24,25,31,35,28
2324,114048,2025-04-29,7,11,24,26,30,42,37
2325,114049,2025-05-02,2,5,39,43,45,47,26
2326,114050,2025-05-06,5,8,9,25,30,45,31
2327,114051,2025-05-09,15,27,33,42,48,49,39
2328,114052,2025-05-13,1,23,29,41,45,49,24
2329,114053,2025-05-16,13,16,22,23,34,39,14
2330,114054,2025-05-20,2,11,15,26,29,48,31
2331,114055,2025-05-23,1,7,11,24,44,48,10
2332,114056,2025-05-27,16,17,26,29,32,40,10
2333,114057,2025-05-30,3,4,13,21,38,46,2
2334,114058,2025-06-03,9,24,32,40,41,49,27
2335,114059,2025-06-06,11,46,15,42,39,13,28
2336,114060,2025-06-10,48,22,3,5,16,12,30
2337,114061,2025-06-13,1,27,13,2,20,10,49
2338,114062,2025-06-17,26,13,31,21,20,44,28
2339,114063,2025-06-20,40,31,20,42,48,4,24
2340,114064,2025-06-24,3,45,8,20,37,49,21
2341,114065,2025-06-27,8,4,9,14,39,21,37
2342,114066,2025-07-01,34,25,33,21,8,9,2
2343,114067,2025-07-04,13,5,33,37,15,18,45
2344,114068,2025-07-08,14,8,12,25,6,35,49
2345,114069,2025-07-11,16,49,48,15,26,34,46
2346,114070,2025-07-15,45,33,49,46,41,32,10
2347,114071,2025-07-18,37,46,36,25,2,38,24
2348,114072,2025-07-22,17,39,26,27,19,5,10
2349,114073,2025-07-25,35,4,2,23,41,47,6
2350,114074,2025-07-29,19,2,5,45,36,14,43
2351,114075,2025-08-01,14,4,40,19,28,41,31
2352,114076,2025-08-05,34,1,40,36,37,20,3
2353,114077,2025-08-08,17,11,24,21,16,29,34
2354,114078,2025-08-12,37,42,7,15,22,6,36
2355,114079,2025-08-15,7,47,5,15,17,3,34
2356,114080,2025-08-19,33,41,46,25,2,23,22
2357,114081,2025-08-22,38,45,47,23,33,43,36
2358,114082,2025-08-26,6,32,35,3,22,39,27
2359,114083,2025-08-29,27,20,25,28,32,13,2
2360,114084,2025-09-02,30,9,6,20,19,2,25
2361,114085,2025-09-05,19,17,29,10,14,13,40
2362,114086,2025-09-09,45,40,25,12,20,26,34
2363,114087,2025-09-12,41,2,11,15,4,3,26
2364,114088,2025-09-16,47,7,25,18,17,22,38
2365,114089,2025-09-19,38,41,36,17,14,26,8
2366,114090,2025-09-23,27,25,45,14,22,5,3
2367,114091,2025-09-26,29,1,49,2,25,41,35
2368,114092,2025-09-30,22,42,19,20,32,36,35
2369,114093,2025-10-03,4,40,36,18,41,43,29
2370,114094,2025-10-07,34,42,9,16,43,2,33
2371,114095,2025-10-10,16,39,42,22,13,18,30
2372,114096,2025-10-14,31,11,16,20,39,41,6
2373,114097,2025-10-17,32,3,31,15,16,45,42
2374,114098,2025-10-21,42,44,14,25,20,49,12
2375,114099,2025-10-24,13,33,22,39,40,23,31
2376,114100,2025-10-28,39,8,18,5,12,11,37
2377,114101,2025-10-31,3,10,7,18,21,4,15
2378,114102,2025-11-04,48,27,35,16,25,47,14
2379,114103,2025-11-07,22,33,11,41,32,4,43
2380,114104,2025-11-11,11,16,42,47,44,24,32
2381,114105,2025-11-14,38,46,25,26,41,21,4
2382,114106,2025-11-18,9,43,24,10,8,23,45
2383,114107,2025-11-21,21,31,46,14,28,20,37
2384,114108,2025-11-25,12,20,2,24,23,10,28
2385,114109,2025-11-28,8,46,18,12,28,37,34
2386,114110,2025-12-02,48,20,32,14,35,42,28
2387,114111,2025-12-05,24,41,23,47,15,8,2
2388,114112,2025-12-09,18,10,26,44,5,28,48
2389,114113,2025-12-12,24,26,40,15,47,17,33
2390,114114,2025-12-16,33,15,6,7,24,19,46
2391,114115,2025-12-19,12,6,8,46,18,11,37
2392,114116,2025-12-23,39,3,12,41,33,1,29
2393,114117,2025-12-26,7,5,17,30,14,9,47
2394,114118,2025-12-30,24,10,15,5,20,29,34
2395,115001,2026-01-02,16,40,19,42,3,7,12
