ID,Period,Date,First,Second,Third,Fourth,Fifth,Sixth,Special
1066,103021,2014-02-28,17,24,13,18,32,28,37
1067,103022,2014-03-04,43,8,40,35,37,26,6
1068,103023,2014-03-07,38,26,6,37,18,30,16
1069,103024,2014-03-11,40,20,15,16,13,43,14
1070,103025,2014-03-14,47,8,40,41,27,2,28
1071,103026,2014-03-18,26,40,35,39,12,28,16
1072,103027,2014-03-21,47,26,46,8,31,18,20
1073,103028,2014-03-25,19,25,47,42,30,23,16
1074,103029,2014-03-28,9,18,23,36,47,35,41
1075,103030,2014-04-01,46,18,29,30,47,22,6
1076,103031,2014-04-04,8,24,35,37,41,47,23
1077,103032,2014-04-08,28,27,17,1,45,14,11
1078,103033,2014-04-11,1,3,17,9,12,4,15
1079,103034,2014-04-15,26,44,24,8,35,5,41
1080,103035,2014-04-18,8,48,15,40,9,44,24
1081,103036,2014-04-22,18,37,20,11,12,15,42
1082,103037,2014-04-25,46,24,34,4,38,35,30
1083,103038,2014-04-29,2,46,9,44,30,27,22
1084,103039,2014-05-02,1,25,37,23,7,40,12
1085,103040,2014-05-06,10,46,39,35,40,25,31
1086,103041,2014-05-09,13,1,27,21,37,11,3
1087,103042,2014-05-13,32,20,31,44,29,15,23
1088,103043,2014-05-16,45,41,31,42,14,38,29
1089,103044,2014-05-20,34,33,30,13,35,6,38
1090,103045,2014-05-23,30,11,22,46,17,27,15
1091,103046,2014-05-27,26,19,23,10,39,32,16
1092,103047,2014-05-30,21,9,17,35,24,30,15
1093,103048,2014-06-03,31,32,16,44,35,33,46
1094,103049,2014-06-06,41,29,47,49,25,40,48
1095,103050,2014-06-10,3,32,11,35,33,28,30
1096,103051,2014-06-13,28,32,37,42,4,21,16
1097,103052,2014-06-17,3,6,20,48,18,25,12
1098,103053,2014-06-20,14,36,12,16,33,47,48
1099,103054,2014-06-24,14,40,8,1,12,41,15
1100,103055,2014-06-27,35,34,36,27,13,21,24
1101,103056,2014-07-01,9,21,48,8,7,6,18
1102,103057,2014-07-04,48,14,24,17,27,3,28
1103,103058,2014-07-08,33,10,39,22,47,25,38
1104,103059,2014-07-11,7,18,30,1,15,14,33
1105,103060,2014-07-15,7,32,18,23,48,34,13
1106,103061,2014-07-18,19,15,21,2,30,1,40
1107,103062,2014-07-22,28,3,13,9,17,42,14
1108,103063,2014-07-25,45,30,21,32,5,35,26
1109,103064,2014-07-29,47,36,32,31,44,34,46
1110,103065,2014-08-01,45,8,21,32,5,23,18
1111,103066,2014-08-05,40,11,26,33,4,42,34
1112,103067,2014-08-08,32,42,26,45,38,31,37
1113,103068,2014-08-12,12,10,6,4,34,45,44
1114,103069,2014-08-15,47,46,29,23,18,48,5
1115,103070,2014-08-19,12,19,6,7,14,9,17
1116,103071,2014-08-22,43,8,23,30,16,31,18
1117,103072,2014-08-26,23,32,43,19,1,17,9
1118,103073,2014-08-29,39,38,21,23,10,9,35
1119,103074,2014-09-02,39,36,43,7,8,42,22
1120,103075,2014-09-05,16,25,32,10,36,27,45
1121,103076,2014-09-09,42,49,21,41,29,23,14
1122,103077,2014-09-12,27,49,2,36,31,23,15
1123,103078,2014-09-16,41,19,7,18,16,12,45
1124,103079,2014-09-19,6,17,29,2,32,39,4
1125,103080,2014-09-23,38,28,20,32,2,11,16
1126,103081,2014-09-26,15,19,29,22,37,8,39
1127,103082,2014-09-30,49,41,18,47,36,35,15
1128,103083,2014-10-03,10,14,19,37,24,35,39
1129,103084,2014-10-07,45,40,17,47,18,41,29
1130,103085,2014-10-10,11,26,1,24,28,19,33
1131,103086,2014-10-14,47,36,20,9,14,10,8
1132,103087,2014-10-17,32,36,33,2,20,11,39
1133,103088,2014-10-21,31,44,42,28,14,38,45
1134,103089,2014-10-24,36,1,20,45,17,37,15
1135,103090,2014-10-28,16,32,25,5,37,44,21
1136,103091,2014-10-31,14,8,27,49,10,2,20
1137,103092,2014-11-04,20,38,3,35,30,41,47
1138,103093,2014-11-07,49,25,40,27,19,11,33
1139,103094,2014-11-11,18,23,11,36,5,43,14
1140,103095,2014-11-14,44,15,41,29,16,34,49
1141,103096,2014-11-18,12,20,43,11,28,26,6
1142,103097,2014-11-21,3,32,2,34,26,22,40
1143,103098,2014-11-25,15,32,16,1,44,48,40
1144,103099,2014-11-28,35,44,1,40,10,21,36
1145,103100,2014-12-02,11,26,42,13,9,23,47
1146,103101,2014-12-05,47,30,11,34,37,18,17
1147,103102,2014-12-09,41,23,9,7,43,33,24
1148,103103,2014-12-12,24,8,29,32,7,48,37
1149,103104,2014-12-16,35,45,34,32,17,28,8
1150,103105,2014-12-19,9,1,24,41,32,49,40
1151,103106,2014-12-23,32,39,3,31,30,27,35
1152,103107,2014-12-26,49,32,42,45,9,27,30
1153,103108,2014-12-30,48,49,7,44,32,30,45
1154,104001,2015-01-02,31,23,48,29,22,13,6
1155,104002,2015-01-06,16,37,43,11,30,29,13
1156,104003,2015-01-09,18,7,24,21,23,8,11
1157,104004,2015-01-13,46,14,22,37,2,16,49
1158,104005,2015-01-16,2,46,17,32,38,28,49
1159,104006,2015-01-20,47,35,28,45,9,24,48
1160,104007,2015-01-23,20,16,39,42,38,8,29
1161,104008,2015-01-27,45,4,27,15,9,21,6
1162,104009,2015-01-30,35,14,24,39,3,44,28
1163,104010,2015-02-03,30,13,16,18,5,15,8
1164,104011,2015-02-06,11,42,5,29,46,36,48
1165,104012,2015-02-10,29,14,44,26,15,35,9
1166,104013,2015-02-13,25,1,29,9,15,35,38
1167,104014,2015-02-17,11,15,23,46,40,3,13
1168,104015,2015-02-18,15,27,6,16,3,31,14
1169,104016,2015-02-19,25,40,7,49,31,27,11
1170,104017,2015-02-20,10,45,29,5,9,28,41
1171,104018,2015-02-21,27,17,40,2,11,5,20
1172,104019,2015-02-22,6,3,12,37,34,43,28
1173,104020,2015-02-23,21,20,43,38,32,14,23
1174,104021,2015-02-24,46,39,28,3,48,41,9
1175,104022,2015-02-27,2,6,43,38,27,34,45
1176,104023,2015-03-03,43,46,41,6,11,4,21
1177,104024,2015-03-06,44,22,21,6,37,35,29
1178,104025,2015-03-10,11,25,46,47,3,34,42
1179,104026,2015-03-13,6,22,9,14,33,16,11
1180,104027,2015-03-17,36,42,49,5,32,40,1
1181,104028,2015-03-20,4,13,7,29,9,46,8
1182,104029,2015-03-24,9,4,6,17,3,24,28
1183,104030,2015-03-27,12,36,24,13,18,15,39
1184,104031,2015-03-31,2,32,43,13,25,4,15
1185,104032,2015-04-03,36,13,43,32,42,40,41
1186,104033,2015-04-07,17,47,11,45,19,33,4
1187,104034,2015-04-10,44,17,10,11,42,20,13
1188,104035,2015-04-14,38,1,48,49,23,22,11
1189,104036,2015-04-17,47,45,26,36,33,32,39
1190,104037,2015-04-21,1,22,3,33,29,11,30
1191,104038,2015-04-24,13,25,41,46,35,31,49
1192,104039,2015-04-28,3,44,36,26,12,5,23
1193,104040,2015-05-01,15,49,25,29,47,8,9
1194,104041,2015-05-05,44,41,28,42,49,8,30
1195,104042,2015-05-08,44,15,2,28,10,49,39
1196,104043,2015-05-12,1,23,29,31,13,33,17
1197,104044,2015-05-15,27,32,18,6,29,3,40
1198,104045,2015-05-19,46,16,15,42,29,39,14
1199,104046,2015-05-22,23,3,43,28,37,21,5
1200,104047,2015-05-26,10,26,45,11,2,20,30
1201,104048,2015-05-29,2,34,32,11,28,5,24
1202,104049,2015-06-02,7,1,20,19,46,47,13
1203,104050,2015-06-05,41,8,48,32,21,35,34
1204,104051,2015-06-09,37,3,20,27,44,34,12
1205,104052,2015-06-12,28,8,24,22,19,26,18
1206,104053,2015-06-16,35,41,4,25,3,45,7
1207,104054,2015-06-19,18,11,5,25,38,3,15
1208,104055,2015-06-23,45,2,13,35,33,43,5
1209,104056,2015-06-26,6,12,5,41,29,28,7
1210,104057,2015-06-30,18,35,19,48,46,32,47
1211,104058,2015-07-03,21,23,29,41,46,28,24
1212,104059,2015-07-07,46,33,1,27,14,42,41
1213,104060,2015-07-10,6,5,26,13,47,29,33
1214,104061,2015-07-14,45,30,10,12,14,19,41
1215,104062,2015-07-17,33,4,27,7,20,40,38
1216,104063,2015-07-21,16,44,40,9,8,39,28
1217,104064,2015-07-24,25,10,12,42,33,39,29
1218,104065,2015-07-28,49,32,6,27,15,44,16
1219,104066,2015-07-31,30,40,13,16,32,18,29
1220,104067,2015-08-04,48,12,3,19,17,38,43
1221,104068,2015-08-07,25,36,28,27,37,26,38
1222,104069,2015-08-11,45,43,46,2,35,1,14
1223,104070,2015-08-14,13,23,42,5,24,14,35
1224,104071,2015-08-18,29,49,30,8,20,42,21
1225,104072,2015-08-21,20,10,15,21,36,27,45
1226,104073,2015-08-25,45,22,13,26,47,15,49
1227,104074,2015-08-28,15,11,46,40,8,12,16
1228,104075,2015-09-01,20,48,40,18,19,9,3
1229,104076,2015-09-04,20,49,46,19,44,47,9
1230,104077,2015-09-08,8,31,43,28,36,32,9
1231,104078,2015-09-11,41,10,5,29,18,44,30
1232,104079,2015-09-15,44,13,30,34,31,2,39
1233,104080,2015-09-18,16,6,17,41,37,36,28
1234,104081,2015-09-22,47,46,6,10,39,44,30
1235,104082,2015-09-25,13,38,25,21,9,39,2
1236,104083,2015-09-29,1,35,3,25,44,31,15
1237,104084,2015-10-02,44,11,45,36,41,15,35
1238,104085,2015-10-06,8,10,28,3,38,47,13
1239,104086,2015-10-09,35,2,8,27,22,43,24
1240,104087,2015-10-13,24,29,32,44,49,31,39
1241,104088,2015-10-16,31,20,29,44,25,40,21
1242,104089,2015-10-20,32,12,37,17,39,38,27
1243,104090,2015-10-23,1,41,16,43,47,46,25
1244,104091,2015-10-27,7,17,34,8,10,36,43
1245,104092,2015-10-30,15,8,20,3,6,30,40
1246,104093,2015-11-03,28,45,8,16,48,22,13
1247,104094,2015-11-06,30,45,27,49,8,24,42
1248,104095,2015-11-10,7,27,45,11,10,28,21
1249,104096,2015-11-13,33,18,16,11,31,1,19
1250,104097,2015-11-17,2,44,7,47,31,26,36
1251,104098,2015-11-20,40,9,4,10,39,42,8
1252,104099,2015-11-24,48,1,9,29,28,13,45
1253,104100,2015-11-27,4,41,5,23,40,25,11
1254,104101,2015-12-01,41,37,13,6,19,15,22
1255,104102,2015-12-04,16,21,34,47,37,41,29
1256,104103,2015-12-08,15,8,40,43,36,32,3
1257,104104,2015-12-11,42,25,1,43,4,29,11
1258,104105,2015-12-15,22,18,31,23,11,4,19
1259,104106,2015-12-18,25,18,15,6,5,11,31
1260,104107,2015-12-22,29,49,37,12,13,8,43
1261,104108,2015-12-25,12,7,3,16,30,11,13
1262,104109,2015-12-29,8,30,32,42,13,1,11
1263,105001,2016-01-01,16,41,29,19,24,43,32
1264,105002,2016-01-05,7,33,15,25,3,1,21
1265,105003,2016-01-08,13,28,44,3,48,10,1
1266,105004,2016-01-12,18,15,5,44,40,39,37
1267,105005,2016-01-15,27,11,42,6,16,17,35
1268,105006,2016-01-19,14,9,46,4,23,44,41
1269,105007,2016-01-22,46,20,10,17,15,43,37
1270,105008,2016-01-26,17,46,35,11,13,39,2
1271,105009,2016-01-29,16,38,35,45,48,44,27
1272,105010,2016-02-02,48,15,21,26,43,23,34
1273,105011,2016-02-05,41,5,30,4,26,38,28
1274,105012,2016-02-07,21,11,4,37,35,25,43
1275,105013,2016-02-08,27,12,8,32,13,16,24
1276,105014,2016-02-09,31,25,9,24,45,37,12
1277,105015,2016-02-10,19,32,22,47,18,44,9
1278,105016,2016-02-11,3,34,13,48,29,30,28
1279,105017,2016-02-12,32,22,6,10,11,45,4
1280,105018,2016-02-13,6,18,29,35,4,48,20
1281,105019,2016-02-14,21,3,26,16,20,1,22
1282,105020,2016-02-16,23,33,11,34,40,29,6
1283,105021,2016-02-19,23,20,44,30,11,39,49
1284,105022,2016-02-23,20,14,19,43,45,10,22
1285,105023,2016-02-26,3,46,21,9,17,41,27
1286,105024,2016-03-01,34,17,23,14,7,22,12
1287,105025,2016-03-04,29,7,5,12,22,17,4
1288,105026,2016-03-08,3,30,27,39,41,35,32
1289,105027,2016-03-11,9,34,49,36,16,30,31
1290,105028,2016-03-15,14,48,6,30,42,47,18
1291,105029,2016-03-18,4,18,1,3,25,47,13
1292,105030,2016-03-22,33,7,16,20,30,11,6
1293,105031,2016-03-25,37,41,7,11,40,22,20
1294,105032,2016-03-29,47,18,46,1,34,17,25
1295,105033,2016-04-01,39,12,16,29,8,37,40
1296,105034,2016-04-05,14,32,38,43,23,26,3
1297,105035,2016-04-08,36,45,7,30,13,2,43
1298,105036,2016-04-12,19,11,49,45,39,14,23
1299,105037,2016-04-15,28,47,13,45,17,9,3
1300,105038,2016-04-19,12,41,47,46,39,21,14
1301,105039,2016-04-22,48,33,46,19,12,23,29
1302,105040,2016-04-26,12,6,34,43,21,25,28
1303,105041,2016-04-29,8,27,36,31,14,40,3
1304,105042,2016-05-03,40,1,7,17,43,41,33
1305,105043,2016-05-06,26,48,1,42,39,37,41
1306,105044,2016-05-10,36,38,22,3,4,8,7
1307,105045,2016-05-13,10,31,35,38,22,3,37
1308,105046,2016-05-17,2,42,3,20,23,34,40
1309,105047,2016-05-20,40,25,43,10,5,30,26
1310,105048,2016-05-24,8,21,13,33,39,6,45
1311,105049,2016-05-27,2,24,13,39,9,16,41
1312,105050,2016-05-31,1,46,32,5,2,45,43
1313,105051,2016-06-03,10,3,41,33,27,44,7
1314,105052,2016-06-07,5,39,31,8,44,23,19
1315,105053,2016-06-10,23,4,48,22,15,13,3
1316,105054,2016-06-14,33,12,37,35,13,16,18
1317,105055,2016-06-17,17,21,31,10,7,20,49
1318,105056,2016-06-21,36,27,2,49,35,34,26
1319,105057,2016-06-24,17,14,39,41,27,28,18
1320,105058,2016-06-28,25,46,45,8,39,7,38
1321,105059,2016-07-01,41,34,20,43,24,8,32
1322,105060,2016-07-05,9,17,40,6,15,47,24
1323,105061,2016-07-08,13,10,9,19,35,23,38
1324,105062,2016-07-12,42,31,46,43,25,34,5
1325,105063,2016-07-15,29,24,25,35,33,38,49
1326,105064,2016-07-19,7,46,40,33,45,13,39
1327,105065,2016-07-22,17,10,33,2,49,27,15
1328,105066,2016-07-26,35,41,19,22,9,15,37
1329,105067,2016-07-29,28,9,27,15,30,41,13
1330,105068,2016-08-02,15,4,20,22,28,29,1
1331,105069,2016-08-05,27,40,2,35,22,1,33
1332,105070,2016-08-09,15,37,35,17,45,30,41
1333,105071,2016-08-12,8,35,43,33,20,42,10
1334,105072,2016-08-16,29,20,14,15,5,27,35
1335,105073,2016-08-19,19,26,44,46,5,48,36
1336,105074,2016-08-23,44,26,38,25,48,37,31
1337,105075,2016-08-26,34,49,28,9,42,41,6
1338,105076,2016-08-30,1,46,36,27,11,18,26
1339,105077,2016-09-02,9,45,46,11,20,21,42
1340,105078,2016-09-06,7,4,28,20,45,23,35
1341,105079,2016-09-09,41,12,1,44,36,35,21
1342,105080,2016-09-13,3,41,16,40,22,33,39
1343,105081,2016-09-16,34,31,49,30,17,23,36
1344,105082,2016-09-20,22,7,17,44,4,45,32
1345,105083,2016-09-23,1,43,33,29,31,2,40
1346,105084,2016-09-27,35,15,48,14,16,46,2
1347,105085,2016-09-30,48,4,10,31,38,40,5
1348,105086,2016-10-04,23,11,30,35,44,40,7
1349,105087,2016-10-07,10,16,30,42,33,37,43
1350,105088,2016-10-11,37,39,2,8,13,14,38
1351,105089,2016-10-14,23,10,30,44,29,47,7
1352,105090,2016-10-18,44,15,14,47,16,24,21
1353,105091,2016-10-21,33,32,2,8,21,37,15
1354,105092,2016-10-25,34,15,25,27,33,5,43
1355,105093,2016-10-28,10,38,13,1,33,37,40
1356,105094,2016-11-01,11,10,49,20,15,31,44
1357,105095,2016-11-04,49,38,2,3,17,28,21
1358,105096,2016-11-08,22,17,6,49,11,3,44
1359,105097,2016-11-11,8,28,7,32,2,22,20
1360,105098,2016-11-15,8,33,41,43,25,7,6
1361,105099,2016-11-18,26,6,18,25,34,24,19
1362,105100,2016-11-22,34,21,25,44,1,24,19
1363,105101,2016-11-25,3,28,42,1,37,22,10
1364,105102,2016-11-29,3,26,28,38,40,21,42
1365,105103,2016-12-02,5,25,34,26,49,40,47
1366,105104,2016-12-06,46,41,30,32,27,44,42
1367,105105,2016-12-09,12,38,42,49,44,28,2
1368,105106,2016-12-13,36,29,49,39,33,19,6
1369,105107,2016-12-16,25,36,42,19,11,34,8
1370,105108,2016-12-20,35,36,46,1,29,44,6
1371,105109,2016-12-23,38,42,23,28,41,8,30
1372,105110,2016-12-27,40,26,29,10,31,25,2
1373,105111,2016-12-30,37,6,7,47,35,38,12
1374,106001,2017-01-03,18,41,47,49,22,42,45
1375,106002,2017-01-06,35,32,12,40,14,43,17
1376,106003,2017-01-10,37,14,4,46,13,39,31
1377,106004,2017-01-13,19,25,27,21,38,14,22
1378,106005,2017-01-17,40,28,12,4,34,17,7
1379,106006,2017-01-20,1,16,5,31,41,18,13
1380,106007,2017-01-24,33,9,48,1,17,31,49
1381,106008,2017-01-27,1,5,49,7,35,31,42
1382,106009,2017-01-28,32,25,19,20,30,1,2
1383,106010,2017-01-29,9,22,3,8,14,12,46
1384,106011,2017-01-30,26,10,29,19,45,43,20
1385,106012,2017-01-31,11,4,33,16,46,28,17
1386,106013,2017-02-01,4,43,9,47,32,11,44
1387,106014,2017-02-03,11,2,25,33,30,29,20
1388,106015,2017-02-07,19,32,6,18,23,49,21
1389,106016,2017-02-10,24,7,11,12,15,26,6
1390,106017,2017-02-14,10,37,11,21,28,23,24
1391,106018,2017-02-17,46,49,23,21,16,6,39
1392,106019,2017-02-21,48,39,32,15,8,10,43
1393,106020,2017-02-24,47,35,38,12,16,41,1
1394,106021,2017-02-28,19,43,30,14,15,6,31
1395,106022,2017-03-03,43,2,20,37,48,16,10
1396,106023,2017-03-07,22,41,31,6,12,44,2
1397,106024,2017-03-10,21,41,48,11,12,35,1
1398,106025,2017-03-14,32,33,20,39,17,15,21
1399,106026,2017-03-17,4,25,17,40,44,36,8
1400,106027,2017-03-21,32,16,43,44,27,8,7
1401,106028,2017-03-24,41,49,39,24,36,45,22
1402,106029,2017-03-28,32,42,44,22,37,21,38
1403,106030,2017-03-31,38,22,24,17,18,25,39
1404,106031,2017-04-04,5,34,43,17,33,44,4
1405,106032,2017-04-07,31,23,37,49,19,32,26
1406,106033,2017-04-11,40,22,9,47,36,31,8
1407,106034,2017-04-14,29,2,3,42,4,23,14
1408,106035,2017-04-18,25,21,14,39,35,36,18
1409,106036,2017-04-21,28,39,22,15,5,23,25
1410,106037,2017-04-25,41,17,35,32,30,16,26
1411,106038,2017-04-28,3,1,31,42,19,32,43
1412,106039,2017-05-02,27,39,24,36,23,14,13
1413,106040,2017-05-05,19,49,9,1,34,18,11
1414,106041,2017-05-09,16,17,21,40,20,32,15
1415,106042,2017-05-12,35,9,2,25,18,22,14
1416,106043,2017-05-16,6,7,14,46,29,5,24
1417,106044,2017-05-19,16,21,15,46,28,23,14
1418,106045,2017-05-23,2,15,10,22,26,32,42
1419,106046,2017-05-26,35,16,8,14,21,19,20
1420,106047,2017-05-30,7,30,31,19,14,39,40
1421,106048,2017-06-02,8,23,7,3,31,30,32
1422,106049,2017-06-06,48,32,16,25,14,36,12
1423,106050,2017-06-09,31,37,24,46,32,26,1
1424,106051,2017-06-13,36,2,43,4,17,22,40
1425,106052,2017-06-16,15,26,36,45,21,1,10
1426,106053,2017-06-20,12,33,1,44,29,30,19
1427,106054,2017-06-23,2,41,42,12,34,8,7
1428,106055,2017-06-27,11,33,47,49,46,34,38
1429,106056,2017-06-30,22,8,32,12,30,36,6
1430,106057,2017-07-04,27,21,30,28,35,4,42
1431,106058,2017-07-07,18,49,30,42,40,44,8
1432,106059,2017-07-11,19,39,23,6,16,33,7
1433,106060,2017-07-14,18,19,25,32,16,26,22
1434,106061,2017-07-18,21,42,14,13,29,48,11
1435,106062,2017-07-21,42,24,12,32,47,2,29
1436,106063,2017-07-25,11,23,33,30,2,42,7
1437,106064,2017-07-28,11,22,13,39,18,38,3
1438,106065,2017-08-01,30,47,2,21,42,12,31
1439,106066,2017-08-04,16,45,15,26,27,39,37
1440,106067,2017-08-08,6,27,9,46,34,23,20
1441,106068,2017-08-11,18,37,9,8,27,2,33
1442,106069,2017-08-15,27,28,33,13,42,16,11
1443,106070,2017-08-18,10,7,12,38,47,35,23
1444,106071,2017-08-22,10,13,36,4,45,44,5
1445,106072,2017-08-25,31,1,4,24,19,28,49
1446,106073,2017-08-29,31,25,49,18,5,48,44
1447,106074,2017-09-01,11,14,36,16,40,5,46
1448,106075,2017-09-05,33,27,23,13,17,41,2
1449,106076,2017-09-08,13,19,29,15,42,8,25
1450,106077,2017-09-12,36,29,45,23,7,49,14
1451,106078,2017-09-15,33,16,3,37,8,11,35
1452,106079,2017-09-19,40,15,2,18,12,37,39
1453,106080,2017-09-22,39,47,49,18,35,43,44
1454,106081,2017-09-26,19,11,22,14,10,38,42
1455,106082,2017-09-29,14,36,3,33,16,21,20
1456,106083,2017-10-03,15,30,44,25,33,18,38
1457,106084,2017-10-06,32,41,45,4,37,28,47
1458,106085,2017-10-10,28,6,39,30,31,29,33
1459,106086,2017-10-13,34,46,5,8,23,44,16
1460,106087,2017-10-17,1,27,19,6,11,3,5
1461,106088,2017-10-20,19,42,3,8,26,18,17
1462,106089,2017-10-24,2,16,5,29,3,14,32
1463,106090,2017-10-27,17,40,38,22,11,2,41
1464,106091,2017-10-31,46,25,39,36,4,31,2
1465,106092,2017-11-03,36,43,8,20,33,23,2
1466,106093,2017-11-07,22,5,30,48,6,12,41
1467,106094,2017-11-10,26,24,35,29,10,15,12
1468,106095,2017-11-14,24,47,5,25,15,44,45
1469,106096,2017-11-17,46,28,39,14,19,2,45
1470,106097,2017-11-21,43,23,39,28,25,4,41
1471,106098,2017-11-24,8,45,4,14,41,10,38
1472,106099,2017-11-28,47,9,19,46,14,17,29
1473,106100,2017-12-01,2,3,5,48,42,28,9
1474,106101,2017-12-05,37,13,1,43,41,12,49
1475,106102,2017-12-08,35,5,8,1,34,10,46
1476,106103,2017-12-12,28,16,37,19,41,38,10
1477,106104,2017-12-15,37,31,24,17,27,19,8
1478,106105,2017-12-19,3,41,14,31,18,42,2
1479,106106,2017-12-22,12,31,18,21,20,37,24
1480,106107,2017-12-26,20,10,7,24,8,27,19
1481,106108,2017-12-29,27,15,12,11,47,20,36
1482,107001,2018-01-02,46,12,36,2,6,18,47
1483,107002,2018-01-05,31,29,13,17,4,44,14
1484,107003,2018-01-09,24,37,22,10,2,23,42
1485,107004,2018-01-12,1,14,45,7,22,40,29
1486,107005,2018-01-16,36,26,32,8,39,29,23
1487,107006,2018-01-19,2,26,16,13,48,22,39
1488,107007,2018-01-23,12,26,34,28,2,33,44
1489,107008,2018-01-26,43,47,34,32,7,23,24
1490,107009,2018-01-30,31,7,15,23,36,8,30
1491,107010,2018-02-02,2,26,10,11,1,43,40
1492,107011,2018-02-06,41,27,24,43,10,6,49
1493,107012,2018-02-09,20,30,21,17,45,12,9
1494,107013,2018-02-13,10,19,45,4,35,26,38
1495,107014,2018-02-15,48,7,37,21,22,41,15
1496,107015,2018-02-16,4,41,24,7,27,23,17
1497,107016,2018-02-17,47,5,17,32,3,33,36
1498,107017,2018-02-18,7,46,20,28,8,34,10
1499,107018,2018-02-19,7,9,19,22,36,49,29
1500,107019,2018-02-20,12,34,33,40,46,38,7
1501,107020,2018-02-23,3,15,41,7,18,16,42
1502,107021,2018-02-27,3,23,18,28,1,44,10
1503,107022,2018-03-02,31,48,1,17,25,12,21
1504,107023,2018-03-06,13,9,42,11,17,38,29
1505,107024,2018-03-09,12,18,38,27,30,15,19
1506,107025,2018-03-13,20,27,38,14,28,22,19
1507,107026,2018-03-16,43,3,14,17,16,46,4
1508,107027,2018-03-20,30,9,41,37,23,8,31
1509,107028,2018-03-23,4,13,41,34,9,32,42
1510,107029,2018-03-27,13,15,38,40,24,30,44
1511,107030,2018-03-30,1,44,5,47,13,43,25
1512,107031,2018-04-03,36,34,1,32,7,22,8
1513,107032,2018-04-06,7,34,25,49,47,31,26
1514,107033,2018-04-10,32,41,34,7,47,27,9
1515,107034,2018-04-13,25,46,12,28,1,40,39
1516,107035,2018-04-17,7,41,38,16,40,31,39
1517,107036,2018-04-20,33,32,10,35,14,46,43
1518,107037,2018-04-24,10,19,21,35,36,9,49
1519,107038,2018-04-27,30,4,48,25,27,26,11
1520,107039,2018-05-01,8,46,29,49,33,34,19
1521,107040,2018-05-04,22,30,47,36,10,33,43
1522,107041,2018-05-08,8,41,3,37,22,21,46
1523,107042,2018-05-11,48,25,35,37,4,11,36
1524,107043,2018-05-15,13,16,2,43,12,32,24
1525,107044,2018-05-18,42,41,11,38,1,36,48
1526,107045,2018-05-22,29,49,13,41,24,2,45
1527,107046,2018-05-25,24,42,22,1,32,6,16
1528,107047,2018-05-29,11,26,37,14,41,20,2
1529,107048,2018-06-01,33,26,28,16,49,42,20
1530,107049,2018-06-05,26,22,25,41,2,17,16
1531,107050,2018-06-08,32,17,9,2,40,31,47
1532,107051,2018-06-12,2,37,3,15,14,35,29
1533,107052,2018-06-15,16,28,46,44,30,25,27
1534,107053,2018-06-19,9,34,8,37,42,28,15
1535,107054,2018-06-22,25,11,30,6,26,7,31
1536,107055,2018-06-26,44,5,37,11,23,9,24
1537,107056,2018-06-29,4,27,37,13,41,30,20
1538,107057,2018-07-03,11,31,9,34,20,44,10
1539,107058,2018-07-06,21,47,28,2,3,32,27
1540,107059,2018-07-10,11,43,24,9,39,21,7
1541,107060,2018-07-13,14,46,42,31,2,21,4
1542,107061,2018-07-17,41,34,11,26,20,43,9
1543,107062,2018-07-20,24,45,12,39,13,9,38
1544,107063,2018-07-24,24,42,49,32,25,29,12
1545,107064,2018-07-27,48,35,5,17,12,19,9
1546,107065,2018-07-31,31,22,15,35,20,37,14
1547,107066,2018-08-03,35,30,4,40,6,43,13
1548,107067,2018-08-07,19,46,13,25,30,12,5
1549,107068,2018-08-10,5,36,48,18,7,16,37
1550,107069,2018-08-14,49,16,17,25,15,34,5
1551,107070,2018-08-17,14,3,19,21,35,48,13
1552,107071,2018-08-21,31,12,17,28,34,8,1
1553,107072,2018-08-24,45,31,7,3,9,39,35
1554,107073,2018-08-28,8,10,39,42,11,44,27
1555,107074,2018-08-31,43,37,34,15,46,12,38
1556,107075,2018-09-04,10,6,49,42,4,15,12
1557,107076,2018-09-07,8,44,37,21,2,14,49
1558,107077,2018-09-11,44,25,18,14,16,23,41
1559,107078,2018-09-14,19,29,37,46,45,36,18
1560,107079,2018-09-18,45,41,11,36,34,23,43
1561,107080,2018-09-21,3,29,45,10,5,11,25
1562,107081,2018-09-25,39,46,19,25,40,27,6
1563,107082,2018-09-28,27,7,37,20,1,2,19
1564,107083,2018-10-02,8,47,42,16,33,2,14
1565,107084,2018-10-05,10,42,44,3,47,9,5
1566,107085,2018-10-09,13,16,8,23,41,35,21
1567,107086,2018-10-12,7,6,4,20,21,12,29
1568,107087,2018-10-16,46,1,39,49,24,40,33
1569,107088,2018-10-19,18,7,49,32,20,42,24
1570,107089,2018-10-23,42,20,43,9,13,6,21
1571,107090,2018-10-26,10,41,23,46,8,33,48
1572,107091,2018-10-30,28,47,9,3,39,32,7
1573,107092,2018-11-02,5,32,41,18,16,47,2
1574,107093,2018-11-06,26,2,5,38,39,29,7
1575,107094,2018-11-09,48,12,15,14,22,4,28
1576,107095,2018-11-13,7,36,35,42,43,21,10
1577,107096,2018-11-16,23,7,30,38,49,11,45
1578,107097,2018-11-20,4,31,34,44,36,40,20
1579,107098,2018-11-23,7,43,37,20,34,21,5
1580,107099,2018-11-27,27,36,43,44,41,33,31
1581,107100,2018-11-30,20,14,45,29,27,5,7
1582,107101,2018-12-04,3,12,6,20,17,16,14
